0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.0,1.0,0.0,47.2478848499478,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,97.21565049344164,7664.093215865728
1.0,0.0,1.0,0.0,42.77657779515887,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,94.61880798693518,2477.2604126945316
1.0,0.999999999989939,0.0,0.0,10.129026338638955,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,54.147415138828485,162.8511632173369
0.0,0.0,0.0,0.0,62.62593814592925,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28.15898518038094,1268.9169439509137
0.0,0.0,1.0,0.0,3.6479811781433678,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,21.30177613736097,2095.0749310216734
1.0,0.0,0.0,0.0,6.0896671409855845,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,72.63512185433636,6737.252794282325
0.0,0.0,1.0,0.0,59.190167717101204,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,26.976353138981892,381.33495273076034
0.0,0.0,0.0,0.0,52.62683810241033,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,82.43495376816954,5159.485312135399
0.0,0.0,1.0,0.0,66.29292961400445,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,58.55540737821081,901.0908391176132
0.0,0.0,0.0,0.0,62.591808295411944,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,63.005838798551956,3161.5129585231625
1.0,0.0,0.0,0.0,25.204759407218788,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,18.831766864667884,7512.821118787305
1.0,0.0,0.0,0.0,46.97571964661263,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,110.40799208265798,3957.7644936690594
1.0,0.0,0.0,0.0,4.936228576466125,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,85.38337877317491,2706.605325926781
1.0,0.0,0.0,0.0,2.536934406238878,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,85.22020140492562,917.5080349595021
1.0,0.0,1.0,0.0,34.359371521990724,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,52.52882878418193,7045.659091804546
0.0,0.0,0.0,0.0,47.27835316436067,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,23.87023212165271,977.0272521327589
0.0,0.0,0.0,0.0,66.22383326794795,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,58.54216221845489,1143.7359850086436
0.0,0.0,1.0,0.0,3.3922339182669687,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,95.79655581380898,3601.889923617895
1.0,0.0,0.0,0.0,34.438800385768914,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.607456986970192,6544.849907323745
0.0,0.0,1.0,0.0,12.407104093305932,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,55.27345788015384,4740.082362492768
0.0,0.0,0.0,1.0,2.9114998174801014,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,56.91294338955265,2497.5615950555443
0.0,0.0,0.0,0.0,23.917156649283825,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.53268921664727,2440.2520171799183
1.0,0.0,0.0,1.0,41.05086142998893,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,99.40233022709192,2272.816073675697
0.0,0.0,1.0,0.0,55.06672706835771,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,59.19702463330805,766.0560180647751
0.0,0.0,0.0,0.0,4.350493983373483,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,101.77362004978642,78.51047811549766
0.0,0.0,0.0,0.0,33.36221857625425,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,21.471729137666923,6254.531823907867
0.0,0.0,1.0,0.0,35.403533850942445,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,108.18549774121391,1997.2259743961881
1.0,0.9999999999856404,0.0,0.0,16.928841827552912,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.580027600856983,224.9443414695576
1.0,0.0,0.0,0.0,49.17009821522308,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,19.954719108684944,5636.813661077076
0.0,0.0,0.0,0.0,43.49272042726901,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,66.6904022872273,4540.354518091051
1.0,0.0,1.0,0.0,2.0878940036552533,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,27.7545923158756,1849.5243052827514
1.0,0.9999999999987258,0.0,0.0,13.112877983267321,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,105.09505459567099,1058.4526022675957
1.0,0.9999999999960828,1.0,0.0,6.172317559183869,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,24.14977495258083,3764.3493283893868
1.0,0.9999999999950402,1.0,0.0,49.88083801126718,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,93.04451355607007,152.69939530002455
1.0,0.0,0.0,0.0,2.9652657489761824,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,88.31016193660585,126.52685579970836
1.0,0.0,1.0,1.0,68.45919503291587,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,76.48385073870232,2565.8267597277672
1.0,0.0,0.0,0.0,25.237184948350563,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,76.89035495846939,82.27742472627098
0.0,0.0,1.0,0.0,61.576310392508375,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,55.051117630502645,6899.9450230710045
1.0,0.0,0.0,0.0,5.747075540985814,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,66.34407621058206,215.64221242318183
0.0,0.0,0.0,0.0,65.36979797309911,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,64.06047497865825,2428.5236057838565
0.0,0.0,1.0,0.0,2.057806511006558,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,48.274916397882876,916.4278400655422
1.0,0.0,0.0,0.0,5.621281345530357,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,18.377790865047206,1110.4459236550583
0.0,0.0,1.0,1.0,53.24678787812906,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,21.957724463794456,5469.414676790857
0.0,0.0,1.0,0.0,35.089569232282585,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,84.26025377856686,301.01182860971767
0.0,0.0,1.0,0.0,60.46993965389405,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,27.62632139341132,3119.2551166535404
1.0,0.0,1.0,0.0,63.029290752157614,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,24.935731711456107,6130.397939047951
1.0,0.0,0.0,0.0,43.80314055155452,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,24.717838242718262,5072.515905579126
1.0,0.0,1.0,0.0,21.043203151130793,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,23.73003974007015,59.91289415587326
0.0,0.0,0.0,0.0,17.277511692801344,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,24.658284053707696,3214.528294051345
1.0,0.9999999999922617,0.0,0.0,62.49843264136967,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.486212589290275,905.3231661972379
1.0,0.0,0.0,0.0,7.5828820451465475,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,56.1016872944508,2462.1528315339788
0.0,0.0,1.0,0.0,6.855151402987822,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,86.26700563374868,151.37482873860426
1.0,0.0,1.0,0.0,22.697845504171415,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,81.81369765897627,1914.7176278842726
0.0,0.0,1.0,1.0,4.865426952786255,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,85.17756988910159,87.15434872022283
1.0,0.0,1.0,0.0,3.6470219899915755,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,25.146464466465613,122.94706505807808
1.0,0.0,1.0,0.0,70.1608306906882,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,82.37210116631216,265.39929534473083
0.0,0.0,0.0,0.0,71.57824098117197,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,76.8293174693755,141.3014443182441
1.0,0.0,0.0,0.0,14.578822003767364,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,100.2305945377209,6058.580208823205
1.0,0.0,1.0,1.0,35.66354260342737,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,70.05727786768804,6436.38966843143
0.0,0.9999999999977419,0.0,1.0,67.72267646285168,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,77.22482857395747,28.562330802359128
1.0,0.0,0.0,0.0,21.39800628864916,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,22.946755979343394,895.633984001937
1.0,0.0,0.0,1.0,3.3171698820183138,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,85.16594066498709,2596.8728089084293
0.0,0.0,0.0,0.0,47.72291578255297,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,86.40015229880791,924.1746286822286
0.0,0.0,0.0,0.0,17.043190926698657,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,66.95414605259047,3436.416414799552
1.0,0.0,1.0,0.0,30.7199954188063,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.69623436339513,7580.123759908998
1.0,0.0,1.0,1.0,53.3231235526881,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,19.18620848279344,400.0360705879708
1.0,0.9999999999928337,1.0,0.0,1.8978967224319085,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,97.33356201802474,6491.995082007294
1.0,0.0,0.0,1.0,4.420783568584139,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,78.97266465570308,2336.1293117407668
0.0,0.0,1.0,0.0,4.76348596191076,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,61.16996203513407,857.7920127762056
0.0,0.0,0.0,0.0,14.790438738778352,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,61.332141260166004,812.2721205535853
1.0,0.0,1.0,0.0,71.73814121401777,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,58.879037640926335,3223.673749947231
1.0,0.0,1.0,1.0,20.40736723004676,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,27.17501506189615,137.41658374374433
1.0,0.0,1.0,1.0,46.68729144458316,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,91.80159885235827,267.05414057660516
1.0,0.0,0.0,0.0,3.3476162195975023,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,108.10273788247514,4806.633101418478
1.0,0.9999999999838302,0.0,0.0,36.48390179686025,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,74.62956955001393,5981.453266853862
1.0,0.0,0.0,0.0,64.88604090409508,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,27.327110096050752,1100.595893994473
0.0,0.0,1.0,1.0,69.82588653025432,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,79.66937450972887,949.5702390019749
1.0,0.0,1.0,0.0,61.49939065321269,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,97.05701560425865,2759.475271504225
0.0,0.0,1.0,0.0,1.95393017418944,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,23.789468435399368,6685.843985162529
1.0,0.0,0.0,0.0,5.693435993990896,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,24.145213114215522,299.99149474053627
1.0,0.0,1.0,1.0,34.07189484098806,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,89.06222588355158,899.9871421977015
1.0,0.0,0.0,0.0,51.145472856333285,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,64.30625327960321,200.80401730400638
1.0,0.0,0.0,1.0,9.262487070431503,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,77.6411887271738,134.38804119329467
0.0,0.0,0.0,0.0,68.35244621068804,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,109.16619783769765,145.92977397628096
1.0,0.9999999999973388,0.0,0.0,2.6938507287346045,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,25.00869821781568,5940.849450249569
0.0,0.9999999999957594,1.0,0.0,63.79641811587942,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,82.2718246904645,314.9890876514935
1.0,0.0,0.0,1.0,7.479884073564519,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,28.315769001848352,295.4092676954297
0.0,0.9999999999992762,0.0,0.0,17.902725722485968,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,46.30180334817486,6465.284553626748
1.0,0.9999999999887009,1.0,1.0,13.533241085299846,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,21.05005077089175,1965.5968572877932
0.0,0.0,1.0,0.0,60.30938700265794,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,47.58386605441938,2105.7456879216447
1.0,0.0,0.0,1.0,34.88561802223755,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,50.32412104718011,2842.479438522875
1.0,0.0,1.0,0.0,19.567147974661847,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,78.22181226046662,2930.1060359571093
1.0,0.9999999999987977,1.0,0.0,7.696434550008908,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,23.787252171338505,312.11043949410805
1.0,0.0,1.0,1.0,8.947068891814983,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,103.55042003835024,774.1919818734356
1.0,0.0,0.0,0.0,46.837224366336095,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,85.80804612679808,3963.4811126841487
1.0,0.0,1.0,0.0,63.03265967854938,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,78.64911581034461,1124.4079559568204
0.0,0.0,0.0,1.0,3.457496532194531,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,103.69485422188396,4792.948121737978
1.0,0.0,0.0,1.0,48.69788492009655,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,77.2951165587456,230.5487212520602
1.0,0.0,0.0,0.0,5.641547721371786,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,44.54504029779809,930.939329740149
0.0,0.0,1.0,0.0,49.0108149337117,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,42.31080050895455,131.87317706133985
0.0,0.0,0.0,0.0,28.956106869711405,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,52.62053113881959,1269.9587267314023
0.0,0.0,0.0,0.0,44.55740237282027,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,67.6668245572039,243.85548863581135
1.0,0.0,0.0,1.0,17.02363233310925,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,22.223420547559034,798.7403883185884
0.0,0.0,1.0,0.0,28.430278013326102,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,93.25809840792596,1158.5749635615884
1.0,0.0,0.0,1.0,60.723963241473,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,79.2081906477359,2321.3945759823214
0.0,0.9999999999715572,1.0,1.0,15.153357804729705,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,94.66694258032318,3585.7353645942985
0.0,0.0,1.0,0.0,6.956879177017125,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,55.9152395061846,7380.856746622754
1.0,0.0,1.0,1.0,14.35911507053361,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,95.68174592384071,2567.592528131629
1.0,0.9999999999919289,1.0,0.0,5.7940246352171165,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.26955458402678,298.87321246108456
0.0,0.0,0.0,0.0,4.86429125981206,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,20.665206599533974,2968.73396141081
0.0,0.0,0.0,0.0,7.177571225557925,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,85.6471182353606,73.63624883303932
1.0,0.0,0.0,0.0,62.337074378357144,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,95.39897263679407,208.83602847505222
0.0,0.0,1.0,0.0,63.96027756721154,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,100.66715881902412,55.025207228613525
1.0,0.99999999999499,1.0,0.0,66.7281130023658,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,108.90115492543772,2583.181845538386
0.0,0.9999999999959792,0.0,0.0,40.541404192901076,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,47.80617340335278,1061.363177620758
0.0,0.0,0.0,0.0,71.88987961545894,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,99.62559018788605,1051.5363801133692
0.0,0.0,1.0,0.0,67.77042012570679,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,19.173969793150583,1546.8321745967014
1.0,0.0,0.0,1.0,5.035212177573824,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,75.83216040702786,63.706724589680576
0.0,0.0,1.0,0.0,50.8515014711661,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,94.02617262834625,6344.222107971071
1.0,0.0,0.0,0.0,45.53868373238665,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,104.7822681954862,2664.0379527137857
0.0,0.0,0.0,0.0,60.30013536782134,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,66.61528137724736,7914.235576018385
1.0,0.9999999999865765,0.0,0.0,6.076313972380113,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,67.93442251452825,7642.531819871341
1.0,0.0,1.0,0.0,69.06060946285292,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.59658395570646,634.0380380248419
0.0,0.0,1.0,0.0,54.92383714590661,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,55.24980739506241,6730.5286260705125
1.0,0.0,1.0,1.0,46.46098686508975,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,103.74066311381273,161.30680311058236
1.0,0.0,1.0,1.0,48.70492272082158,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,24.606837903629312,553.8453158012026
1.0,0.0,1.0,0.0,20.847651530714856,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,55.09451846016275,748.6065600798655
0.0,0.0,1.0,0.0,7.401499189523138,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,45.0353429398646,214.9534511601186
